1295,AA,b'1111111',BOS,17:10:00,PHX,20:31:00,3h 21m
7428,AA,b'1111111',BOS,06:47:00,SAN,09:07:00,2h 20m
9951,AA,b'0101110',BOS,11:34:00,SAN,13:54:00,2h 20m
4800,AA,b'1111111',BOS,17:23:00,SAN,19:43:00,2h 20m
4891,AA,b'1111111',BOS,07:15:00,SEA,09:27:00,2h 12m
9255,AA,b'0101110',BOS,12:10:00,SEA,14:22:00,2h 12m
5417,AA,b'1111111',BOS,18:25:00,SEA,20:37:00,2h 12m
2644,AA,b'1111111',BWI,06:08:00,DFW,09:32:00,3h 24m
3515,AA,b'0101110',BWI,12:09:00,DFW,15:33:00,3h 24m
5823,AA,b'1111111',BWI,17:56:00,DFW,21:20:00,3h 24m
4352,AA,b'1111111',BWI,07:49:00,JFK,09:59:00,2h 10m
2542,AA,b'0101110',BWI,11:13:00,JFK,13:23:00,2h 10m
896,AA,b'1111111',BWI,17:04:00,JFK,19:14:00,2h 10m
3077,AA,b'1111111',BWI,07:23:00,MIA,10:04:00,2h 41m
7830,AA,b'0101110',BWI,11:36:00,MIA,14:17:00,2h 41m
4623,AA,b'1111111',BWI,18:51:00,MIA,21:32:00,2h 41m
1540,AA,b'1111111',BWI,07:24:00,ORD,10:29:00,3h 5m
8283,AA,b'0101110',BWI,12:23:00,ORD,15:28:00,3h 5m
7478,AA,b'1111111',BWI,18:01:00,ORD,21:06:00,3h 5m
8381,AA,b'1111111',BWI,07:46:00,PHL,10:10:00,2h 24m
4664,AA,b'0101110',BWI,11:14:00,PHL,13:38:00,2h 24m
9835,AA,b'1111111',BWI,18:10:00,PHL,20:34:00,2h 24m
6737,AA,b'1111111',BWI,07:33:00,PHX,09:31:00,1h 58m
3256,AA,b'0101110',BWI,11:29:00,PHX,13:27:00,1h 58m
6982,AA,b'1111111',BWI,17:11:00,PHX,19:09:00,1h 58m
1473,AA,b'1111111',CLE,07:28:00,DFW,09:31:00,2h 3m
5171,AA,b'0101110',CLE,12:40:00,DFW,14:43:00,2h 3m
1047,AA,b'1111111',CLE,18:32:00,DFW,20:35:00,2h 3m
8877,AA,b'1111111',CLE,07:57:00,JFK,10:16:00,2h 19m
8524,AA,b'0101110',CLE,11:07:00,JFK,13:26:00,2h 19m
7858,AA,b'1111111',CLE,18:42:00,JFK,21:01:00,2h 19m
9476,AA,b'1111111',CLE,06:19:00,MIA,08:58:00,2h 39m
2782,AA,b'0101110',CLE,11:48:00,MIA,14:27:00,2h 39m
987,AA,b'1111111',CLE,17:19:00,MIA,19:58:00,2h 39m
7454,AA,b'1111111',CLE,06:23:00,ORD,08:22:00,1h 59m
1555,AA,b'0101110',CLE,11:27:00,ORD,13:26:00,1h 59m
8234,AA,b'1111111',CLE,17:18:00,ORD,19:17:00,1h 59m
2267,AA,b'1111111',CLE,07:30:00,PHL,09:55:00,2h 25m
2134,AA,b'0101110',CLE,11:51:00,PHL,14:16:00,2h 25m
3558,AA,b'1111111',CLE,18:34:00,PHL,20:59:00,2h 25m
4567,AA,b'1111111',DCA,07:11:00,BOS,09:35:00,2h 24m
6496,AA,b'0101110',DCA,12:32:00,BOS,14:56:00,2h 24m
4008,AA,b'1111111',DCA,18:54:00,BOS,21:18:00,2h 24m
3743,AA,b'1111111',DCA,06:14:00,DFW,09:26:00,3h 12m
8095,AA,b'0101110',DCA,12:55:00,DFW,16:07:00,3h 12m
1708,AA,b'1111111',DCA,18:10:00,DFW,21:22:00,3h 12m
7046,AA,b'1111111',DCA,07:03:00,JFK,09:57:00,2h 54m
7633,AA,b'0101110',DCA,11:16:00,JFK,14:10:00,2h 54m
3068,AA,b'1111111',DCA,17:05:00,JFK,19:59:00,2h 54m
7431,AA,b'1111111',DCA,07:29:00,LAS,09:21:00,1h 52m
5514,AA,b'0101110',DCA,11:52:00,LAS,13:44:00,1h 52m
4680,AA,b'1111111',DCA,18:20:00,LAS,20:12:00,1h 52m
8949,AA,b'1111111',DCA,06:35:00,LAX,08:29:00,1h 54m
2981,AA,b'0101110',DCA,11:09:00,LAX,13:03:00,1h 54m
82,AA,b'1111111',DCA,17:35:00,LAX,19:29:00,1h 54m
5360,AA,b'1111111',DCA,07:56:00,LGA,09:39:00,1h 43m
7128,AA,b'0101110',DCA,12:11:00,LGA,13:54:00,1h 43m
2731,AA,b'1111111',DCA,17:17:00,LGA,19:00:00,1h 43m
732,AA,b'1111111',DCA,07:06:00,MCI,09:37:00,2h 31m
601,AA,b'0101110',DCA,12:12:00,MCI,14:43:00,2h 31m
5536,AA,b'1111111',DCA,17:32:00,MCI,20:03:00,2h 31m
1024,AA,b'1111111',DCA,06:48:00,MIA,09:00:00,2h 12m
3243,AA,b'0101110',DCA,11:08:00,MIA,13:20:00,2h 12m
1819,AA,b'1111111',DCA,18:02:00,MIA,20:14:00,2h 12m
6038,AA,b'1111111',DCA,06:24:00,ORD,08:22:00,1h 58m
4037,AA,b'0101110',DCA,11:30:00,ORD,13:28:00,1h 58m
8776,AA,b'1111111',DCA,18:42:00,ORD,20:40:00,1h 58m
714,AA,b'1111111',DCA,06:53:00,PDX,10:07:00,3h 14m
5395,AA,b'0101110',DCA,12:58:00,PDX,16:12:00,3h 14m
8399,AA,b'1111111',DCA,18:32:00,PDX,21:46:00,3h 14m
5898,AA,b'1111111',DCA,07:28:00,PHL,10:45:00,3h 17m
4474,AA,b'0101110',DCA,11:10:00,PHL,14:27:00,3h 17m
8896,AA,b'1111111',DCA,18:44:00,PHL,22:01:00,3h 17m
6023,AA,b'1111111',DCA,07:16:00,PHX,10:17:00,3h 1m
6129,AA,b'0101110',DCA,11:22:00,PHX,14:23:00,3h 1m
1378,AA,b'1111111',DCA,18:22:00,PHX,21:23:00,3h 1m
3858,AA,b'1111111',DCA,06:57:00,SAN,08:39:00,1h 42m
167,AA,b'0101110',DCA,12:32:00,SAN,14:14:00,1h 42m
7387,AA,b'1111111',DCA,17:57:00,SAN,19:39:00,1h 42m
672,AA,b'1111111',DCA,06:29:00,STL,09:36:00,3h 7m
7477,AA,b'0101110',DCA,11:07:00,STL,14:14:00,3h 7m
9369,AA,b'1111111',DCA,17:26:00,STL,20:33:00,3h 7m
3728,AA,b'1111111',DCA,07:17:00,TPA,09:02:00,1h 45m
1546,AA,b'0101110',DCA,11:29:00,TPA,13:14:00,1h 45m
6503,AA,b'1111111',DCA,17:44:00,TPA,19:29:00,1h 45m
7957,AA,b'1111111',DEN,06:07:00,DFW,09:22:00,3h 15m
6651,AA,b'0101110',DEN,12:15:00,DFW,15:30:00,3h 15m
4002,AA,b'1111111',DEN,17:02:00,DFW,20:17:00,3h 15m
3606,AA,b'1111111',DEN,06:31:00,LAX,08:50:00,2h 19m
9007,AA,b'0101110',DEN,12:35:00,LAX,14:54:00,2h 19m
2503,AA,b'1111111',DEN,17:43:00,LAX,20:02:00,2h 19m
475,AA,b'1111111',DEN,06:23:00,MIA,09:46:00,3h 23m
392,AA,b'0101110',DEN,12:00:00,MIA,15:23:00,3h 23m
4274,AA,b'1111111',DEN,18:04:00,MIA,21:27:00,3h 23m
5775,AA,b'1111111',DEN,07:40:00,ORD,10:35:00,2h 55m
8051,AA,b'0101110',DEN,11:09:00,ORD,14:04:00,2h 55m
6973,AA,b'1111111',DEN,18:54:00,ORD,21:49:00,2h 55m
7541,AA,b'1111111',DEN,07:36:00,PHL,10:38:00,3h 2m
4554,AA,b'0101110',DEN,11:12:00,PHL,14:14:00,3h 2m
4142,AA,b'1111111',DEN,18:53:00,PHL,21:55:00,3h 2m
6734,AA,b'1111111',DEN,06:03:00,PHX,09:12:00,3h 9m
4639,AA,b'0101110',DEN,11:10:00,PHX,14:19:00,3h 9m
4341,AA,b'1111111',DEN,17:30:00,PHX,20:39:00,3h 9m
4708,AA,b'1111111',DEN,06:48:00,SEA,09:58:00,3h 10m
4849,AA,b'0101110',DEN,11:54:00,SEA,15:04:00,3h 10m
7289,AA,b'1111111',DEN,17:31:00,SEA,20:41:00,3h 10m
9943,AA,b'1111111',DFW,07:43:00,ATL,10:42:00,2h 59m
3488,AA,b'0101110',DFW,12:01:00,ATL,15:00:00,2h 59m
6183,AA,b'1111111',DFW,17:51:00,ATL,20:50:00,2h 59m
316,AA,b'1111111',DFW,06:20:00,AUS,08:19:00,1h 59m
8769,AA,b'0101110',DFW,11:40:00,AUS,13:39:00,1h 59m
2463,AA,b'1111111',DFW,17:09:00,AUS,19:08:00,1h 59m
3429,AA,b'1111111',DFW,06:06:00,BOS,08:35:00,2h 29m
5180,AA,b'0101110',DFW,11:18:00,BOS,13:47:00,2h 29m
8630,AA,b'1111111',DFW,17:57:00,BOS,20:26:00,2h 29m
4797,AA,b'1111111',DFW,07:48:00,BWI,09:53:00,2h 5m
206,AA,b'0101110',DFW,12:49:00,BWI,14:54:00,2h 5m
5251,AA,b'1111111',DFW,18:00:00,BWI,20:05:00,2h 5m
2950,AA,b'1111111',DFW,06:01:00,CLE,09:28:00,3h 27m
6513,AA,b'0101110',DFW,11:11:00,CLE,14:38:00,3h 27m
5625,AA,b'1111111',DFW,17:37:00,CLE,21:04:00,3h 27m
9977,AA,b'1111111',DFW,07:30:00,DCA,09:59:00,2h 29m
4599,AA,b'0101110',DFW,12:20:00,DCA,14:49:00,2h 29m
5026,AA,b'1111111',DFW,18:57:00,DCA,21:26:00,2h 29m
2992,AA,b'1111111',DFW,07:51:00,DEN,10:44:00,2h 53m
4950,AA,b'0101110',DFW,12:58:00,DEN,15:51:00,2h 53m
9132,AA,b'1111111',DFW,17:32:00,DEN,20:25:00,2h 53m
4757,AA,b'1111111',DFW,06:28:00,HOU,09:56:00,3h 28m
5187,AA,b'0101110',DFW,11:19:00,HOU,14:47:00,3h 28m
1135,AA,b'1111111',DFW,17:22:00,HOU,20:50:00,3h 28m
5473,AA,b'1111111',DFW,07:05:00,JFK,10:08:00,3h 3m
7766,AA,b'0101110',DFW,11:20:00,JFK,14:23:00,3h 3m
5191,AA,b'1111111',DFW,17:52:00,JFK,20:55:00,3h 3m
7307,AA,b'1111111',DFW,06:26:00,LAS,09:08:00,2h 42m
8365,AA,b'0101110',DFW,12:06:00,LAS,14:48:00,2h 42m
4853,AA,b'1111111',DFW,18:33:00,LAS,21:15:00,2h 42m
5457,AA,b'1111111',DFW,06:31:00,LAX,09:25:00,2h 54m
6584,AA,b'0101110',DFW,11:06:00,LAX,14:00:00,2h 54m
9716,AA,b'1111111',DFW,17:39:00,LAX,20:33:00,2h 54m
3344,AA,b'1111111',DFW,06:57:00,LGA,09:53:00,2h 56m
7092,AA,b'0101110',DFW,12:16:00,LGA,15:12:00,2h 56m
5379,AA,b'1111111',DFW,17:08:00,LGA,20:04:00,2h 56m
1880,AA,b'1111111',DFW,07:57:00,MCI,09:59:00,2h 2m
4948,AA,b'0101110',DFW,12:15:00,MCI,14:17:00,2h 2m
7588,AA,b'1111111',DFW,17:47:00,MCI,19:49:00,2h 2m
5468,AA,b'1111111',DFW,07:19:00,MIA,09:43:00,2h 24m
466,AA,b'0101110',DFW,11:05:00,MIA,13:29:00,2h 24m
9072,AA,b'1111111',DFW,18:27:00,MIA,20:51:00,2h 24m
1224,AA,b'1111111',DFW,06:57:00,ORD,08:59:00,2h 2m
5306,AA,b'0101110',DFW,11:22:00,ORD,13:24:00,2h 2m
2488,AA,b'1111111',DFW,17:45:00,ORD,19:47:00,2h 2m
8211,AA,b'1111111',DFW,07:50:00,PDX,09:39:00,1h 49m
2640,AA,b'0101110',DFW,12:32:00,PDX,14:21:00,1h 49m
592,AA,b'1111111',DFW,17:47:00,PDX,19:36:00,1h 49m
6062,AA,b'1111111',DFW,06:36:00,PHL,09:32:00,2h 56m
4209,AA,b'0101110',DFW,12:29:00,PHL,15:25:00,2h 56m
8405,AA,b'1111111',DFW,18:16:00,PHL,21:12:00,2h 56m
2687,AA,b'1111111',DFW,07:09:00,PHX,10:04:00,2h 55m
3394,AA,b'0101110',DFW,12:26:00,PHX,15:21:00,2h 55m
4982,AA,b'1111111',DFW,18:38:00,PHX,21:33:00,2h 55m
1406,AA,b'1111111',DFW,06:23:00,SAN,09:43:00,3h 20m
6570,AA,b'0101110',DFW,12:49:00,SAN,16:09:00,3h 20m
9802,AA,b'1111111',DFW,18:03:00,SAN,21:23:00,3h 20m
4394,AA,b'1111111',DFW,06:27:00,SEA,09:45:00,3h 18m
6918,AA,b'0101110',DFW,11:01:00,SEA,14:19:00,3h 18m
7886,AA,b'1111111',DFW,18:43:00,SEA,22:01:00,3h 18m
3314,AA,b'1111111',DFW,07:53:00,SFO,10:46:00,2h 53m
2246,AA,b'0101110',DFW,11:18:00,SFO,14:11:00,2h 53m
3059,AA,b'1111111',DFW,18:35:00,SFO,21:28:00,2h 53m
9146,AA,b'1111111',DFW,06:27:00,STL,08:17:00,1h 50m
8605,AA,b'0101110',DFW,12:10:00,STL,14:00:00,1h 50m
8739,AA,b'1111111',DFW,17:51:00,STL,19:41:00,1h 50m
8085,AA,b'1111111',DFW,07:24:00,TPA,10:50:00,3h 26m
1450,AA,b'0101110',DFW,12:09:00,TPA,15:35:00,3h 26m
6058,AA,b'1111111',DFW,18:27:00,TPA,21:53:00,3h 26m
6134,AA,b'1111111',HOU,07:21:00,DFW,09:52:00,2h 31m
2824,AA,b'0101110',HOU,11:17:00,DFW,13:48:00,2h 31m
6619,AA,b'1111111',HOU,17:47:00,DFW,20:18:00,2h 31m
1547,AA,b'1111111',JFK,07:03:00,AUS,10:23:00,3h 20m
1813,AA,b'0101110',JFK,12:40:00,AUS,16:00:00,3h 20m
1418,AA,b'1111111',JFK,18:15:00,AUS,21:35:00,3h 20m
6284,AA,b'1111111',JFK,06:58:00,BOS,09:00:00,2h 2m
1436,AA,b'0101110',JFK,11:00:00,BOS,13:02:00,2h 2m
2871,AA,b'1111111',JFK,17:57:00,BOS,19:59:00,2h 2m
2833,AA,b'1111111',JFK,06:49:00,BWI,08:42:00,1h 53m
8066,AA,b'0101110',JFK,11:48:00,BWI,13:41:00,1h 53m
1925,AA,b'1111111',JFK,17:52:00,BWI,19:45:00,1h 53m
1996,AA,b'1111111',JFK,07:02:00,CLE,10:03:00,3h 1m
2244,AA,b'0101110',JFK,12:56:00,CLE,15:57:00,3h 1m
7936,AA,b'1111111',JFK,18:21:00,CLE,21:22:00,3h 1m
5779,AA,b'1111111',JFK,06:06:00,DCA,07:59:00,1h 53m
3539,AA,b'0101110',JFK,11:01:00,DCA,12:54:00,1h 53m
8763,AA,b'1111111',JFK,18:02:00,DCA,19:55:00,1h 53m
6251,AA,b'1111111',JFK,07:10:00,DFW,09:14:00,2h 4m
9957,AA,b'0101110',JFK,12:49:00,DFW,14:53:00,2h 4m
4099,AA,b'1111111',JFK,18:44:00,DFW,20:48:00,2h 4m
2874,AA,b'1111111',JFK,06:03:00,LAS,08:53:00,2h 50m
3912,AA,b'0101110',JFK,11:50:00,LAS,14:40:00,2h 50m
3573,AA,b'1111111',JFK,18:42:00,LAS,21:32:00,2h 50m
2736,AA,b'1111111',JFK,06:17:00,LAX,08:13:00,1h 56m
7976,AA,b'0101110',JFK,12:43:00,LAX,14:39:00,1h 56m
5713,AA,b'1111111',JFK,17:13:00,LAX,19:09:00,1h 56m
6956,AA,b'1111111',JFK,06:33:00,MIA,09:32:00,2h 59m
4642,AA,b'0101110',JFK,12:01:00,MIA,15:00:00,2h 59m
716,AA,b'1111111',JFK,18:36:00,MIA,21:35:00,2h 59m
4561,AA,b'1111111',JFK,07:50:00,ORD,10:04:00,2h 14m
7242,AA,b'0101110',JFK,12:26:00,ORD,14:40:00,2h 14m
2883,AA,b'1111111',JFK,18:31:00,ORD,20:45:00,2h 14m
904,AA,b'1111111',JFK,07:03:00,PHX,09:53:00,2h 50m
8892,AA,b'0101110',JFK,11:40:00,PHX,14:30:00,2h 50m
7971,AA,b'1111111',JFK,18:30:00,PHX,21:20:00,2h 50m
4304,AA,b'1111111',JFK,07:16:00,SAN,10:08:00,2h 52m
9755,AA,b'0101110',JFK,12:19:00,SAN,15:11:00,2h 52m
5205,AA,b'1111111',JFK,18:12:00,SAN,21:04:00,2h 52m
8897,AA,b'1111111',JFK,06:45:00,SEA,08:48:00,2h 3m
5239,AA,b'0101110',JFK,12:37:00,SEA,14:40:00,2h 3m
3424,AA,b'1111111',JFK,17:59:00,SEA,20:02:00,2h 3m
596,AA,b'1111111',JFK,06:44:00,SFO,09:42:00,2h 58m
4798,AA,b'0101110',JFK,12:29:00,SFO,15:27:00,2h 58m
8440,AA,b'1111111',JFK,18:00:00,SFO,20:58:00,2h 58m
7645,AA,b'1111111',JFK,07:26:00,TPA,09:20:00,1h 54m
1164,AA,b'0101110',JFK,11:42:00,TPA,13:36:00,1h 54m
5048,AA,b'1111111',JFK,18:09:00,TPA,20:03:00,1h 54m
5444,AA,b'1111111',LAS,06:20:00,DCA,08:25:00,2h 5m
8311,AA,b'0101110',LAS,12:24:00,DCA,14:29:00,2h 5m
7557,AA,b'1111111',LAS,18:52:00,DCA,20:57:00,2h 5m
5652,AA,b'1111111',LAS,06:34:00,DFW,08:25:00,1h 51m
8664,AA,b'0101110',LAS,12:32:00,DFW,14:23:00,1h 51m
6739,AA,b'1111111',LAS,17:02:00,DFW,18:53:00,1h 51m
5160,AA,b'1111111',LAS,07:53:00,JFK,11:10:00,3h 17m
1394,AA,b'0101110',LAS,12:17:00,JFK,15:34:00,3h 17m
5601,AA,b'1111111',LAS,17:49:00,JFK,21:06:00,3h 17m
9820,AA,b'1111111',LAS,06:32:00,LAX,09:42:00,3h 10m
9474,AA,b'0101110',LAS,12:13:00,LAX,15:23:00,3h 10m
1031,AA,b'1111111',LAS,18:01:00,LAX,21:11:00,3h 10m
4775,AA,b'1111111',LAS,07:30:00,MIA,10:46:00,3h 16m
3676,AA,b'0101110',LAS,11:30:00,MIA,14:46:00,3h 16m
5982,AA,b'1111111',LAS,17:08:00,MIA,20:24:00,3h 16m
899,AA,b'1111111',LAS,06:38:00,ORD,09:58:00,3h 20m
8308,AA,b'0101110',LAS,11:06:00,ORD,14:26:00,3h 20m
3766,AA,b'1111111',LAS,17:25:00,ORD,20:45:00,3h 20m
3164,AA,b'1111111',LAS,06:16:00,PHL,08:20:00,2h 4m
6698,AA,b'0101110',LAS,11:15:00,PHL,13:19:00,2h 4m
3955,AA,b'1111111',LAS,17:06:00,PHL,19:10:00,2h 4m
8120,AA,b'1111111',LAS,07:36:00,PHX,09:48:00,2h 12m
9379,AA,b'0101110',LAS,11:22:00,PHX,13:34:00,2h 12m
4783,AA,b'1111111',LAS,18:08:00,PHX,20:20:00,2h 12m
3656,AA,b'1111111',LAX,06:34:00,AUS,08:52:00,2h 18m
7184,AA,b'0101110',LAX,12:47:00,AUS,15:05:00,2h 18m
2377,AA,b'1111111',LAX,18:28:00,AUS,20:46:00,2h 18m
7880,AA,b'1111111',LAX,07:56:00,BOS,11:02:00,3h 6m
691,AA,b'0101110',LAX,11:56:00,BOS,15:02:00,3h 6m
6655,AA,b'1111111',LAX,17:56:00,BOS,21:02:00,3h 6m
420,AA,b'1111111',LAX,06:34:00,DCA,09:00:00,2h 26m
2489,AA,b'0101110',LAX,11:22:00,DCA,13:48:00,2h 26m
4824,AA,b'1111111',LAX,17:34:00,DCA,20:00:00,2h 26m
1994,AA,b'1111111',LAX,07:07:00,DEN,10:18:00,3h 11m
5688,AA,b'0101110',LAX,11:00:00,DEN,14:11:00,3h 11m
1384,AA,b'1111111',LAX,17:38:00,DEN,20:49:00,3h 11m
3845,AA,b'1111111',LAX,06:05:00,DFW,09:17:00,3h 12m
1162,AA,b'0101110',LAX,11:33:00,DFW,14:45:00,3h 12m
2859,AA,b'1111111',LAX,17:17:00,DFW,20:29:00,3h 12m
63,AA,b'1111111',LAX,06:18:00,JFK,07:59:00,1h 41m
9892,AA,b'0101110',LAX,12:56:00,JFK,14:37:00,1h 41m
3596,AA,b'1111111',LAX,17:50:00,JFK,19:31:00,1h 41m
7718,AA,b'1111111',LAX,07:46:00,LAS,09:57:00,2h 11m
2073,AA,b'0101110',LAX,12:09:00,LAS,14:20:00,2h 11m
5850,AA,b'1111111',LAX,18:59:00,LAS,21:10:00,2h 11m
7498,AA,b'1111111',LAX,07:12:00,MIA,10:16:00,3h 4m
1541,AA,b'0101110',LAX,11:03:00,MIA,14:07:00,3h 4m
957,AA,b'1111111',LAX,18:47:00,MIA,21:51:00,3h 4m
8459,AA,b'1111111',LAX,06:31:00,ORD,09:57:00,3h 26m
2921,AA,b'0101110',LAX,12:20:00,ORD,15:46:00,3h 26m
5578,AA,b'1111111',LAX,18:00:00,ORD,21:26:00,3h 26m
2062,AA,b'1111111',LAX,07:21:00,PDX,09:02:00,1h 41m
6841,AA,b'0101110',LAX,12:33:00,PDX,14:14:00,1h 41m
9326,AA,b'1111111',LAX,17:06:00,PDX,18:47:00,1h 41m
9868,AA,b'1111111',LAX,06:56:00,PHL,09:40:00,2h 44m
377,AA,b'0101110',LAX,12:20:00,PHL,15:04:00,2h 44m
1448,AA,b'1111111',LAX,18:35:00,PHL,21:19:00,2h 44m
4247,AA,b'1111111',LAX,06:45:00,PHX,10:08:00,3h 23m
7083,AA,b'0101110',LAX,11:43:00,PHX,15:06:00,3h 23m
2087,AA,b'1111111',LAX,18:25:00,PHX,21:48:00,3h 23m
85,AA,b'1111111',LAX,06:32:00,SAN,08:19:00,1h 47m
9423,AA,b'0101110',LAX,12:27:00,SAN,14:14:00,1h 47m
764,AA,b'1111111',LAX,18:17:00,SAN,20:04:00,1h 47m
4513,AA,b'1111111',LAX,06:55:00,SEA,08:40:00,1h 45m
4885,AA,b'0101110',LAX,12:28:00,SEA,14:13:00,1h 45m
1255,AA,b'1111111',LAX,17:57:00,SEA,19:42:00,1h 45m
6736,AA,b'1111111',LAX,06:29:00,SFO,09:20:00,2h 51m
9324,AA,b'0101110',LAX,12:57:00,SFO,15:48:00,2h 51m
1413,AA,b'1111111',LAX,18:19:00,SFO,21:10:00,2h 51m
103,AA,b'1111111',LAX,06:32:00,STL,10:00:00,3h 28m
5511,AA,b'0101110',LAX,12:30:00,STL,15:58:00,3h 28m
9199,AA,b'1111111',LAX,18:26:00,STL,21:54:00,3h 28m
7145,AA,b'1111111',LGA,06:14:00,BOS,08:31:00,2h 17m
1845,AA,b'0101110',LGA,12:24:00,BOS,14:41:00,2h 17m
4480,AA,b'1111111',LGA,18:13:00,BOS,20:30:00,2h 17m
6793,AA,b'1111111',LGA,06:29:00,DCA,08:17:00,1h 48m
6908,AA,b'0101110',LGA,12:16:00,DCA,14:04:00,1h 48m
2449,AA,b'1111111',LGA,18:22:00,DCA,20:10:00,1h 48m
4252,AA,b'1111111',LGA,06:06:00,DFW,08:47:00,2h 41m
9891,AA,b'0101110',LGA,11:10:00,DFW,13:51:00,2h 41m
2226,AA,b'1111111',LGA,18:37:00,DFW,21:18:00,2h 41m
9947,AA,b'1111111',LGA,06:01:00,MIA,08:48:00,2h 47m
6645,AA,b'0101110',LGA,11:50:00,MIA,14:37:00,2h 47m
4735,AA,b'1111111',LGA,18:08:00,MIA,20:55:00,2h 47m
